tarih,bist100,bist100_gun_pct,rsi14,bist30,banka_gun_pct,tum_yukselen_pct,tum_taban,tum_medyan_pct,bist30_yukselen_pct,yapay_taban,kamu_alim_proxy,aofm,aofm_30g_puan,politika_faizi,yabanci_ort_oran,yabanci_hisse_net_hafta,brut_rezerv_4h_pct,tufe_aylik,dolar_makasi,usd,gram_altin,brent,vix,nasdaq_zirveden,fiyat_YLB,fiyat_IJV,fiyat_DLY,fiyat_TIE,fiyat_AKU,reel_net_YLB,reel_net_IJV,reel_net_DLY
2026-09-22,13198.84,-1.04,35.2216,16217.83,0.27,55.3,84,0.36,43.3,False,VAR,37.0,-3.0,37.0,31.943,277.67,-1.13,1.84,16.96,48.8155,6812.904,100.09,14.21,0.0,1.8773,5.8236,6.2668,0.7556,0.9735,0.8,0.94,0.76
